65	上海	上海	2023-02-11	10	8	小雨	东北风	1	2023-04-26 10:02:53
66	上海	上海	2023-02-12	14	6	小雨	北风	3	2023-04-26 10:02:53
67	上海	上海	2023-02-13	7	3	小雨	北风	1	2023-04-26 10:02:53
68	上海	上海	2023-02-14	7	2	多云	北风	2	2023-04-26 10:02:53
69	上海	上海	2023-02-15	9	2	晴	东北风	2	2023-04-26 10:02:53
70	上海	上海	2023-02-16	11	6	晴	东北风	1	2023-04-26 10:02:53
71	上海	上海	2023-02-17	11	10	多云	东风	1	2023-04-26 10:02:53
72	上海	上海	2023-02-18	21	8	多云	西北风	2	2023-04-26 10:02:53
73	上海	上海	2023-02-19	11	3	多云	北风	1	2023-04-26 10:02:53
74	上海	上海	2023-02-20	12	4	晴	东北风	2	2023-04-26 10:02:53
75	上海	上海	2023-02-21	7	4	多云	东北风	2	2023-04-26 10:02:53
76	上海	上海	2023-02-22	8	5	多云	西南风	1	2023-04-26 10:02:53
77	上海	上海	2023-02-23	7	4	多云	东北风	2	2023-04-26 10:02:53
78	上海	上海	2023-02-24	10	4	多云	北风	2	2023-04-26 10:02:53
79	上海	上海	2023-02-25	9	2	晴	东北风	2	2023-04-26 10:02:53
80	上海	上海	2023-02-26	10	3	晴	东北风	2	2023-04-26 10:02:53
81	上海	上海	2023-02-27	12	7	多云	北风	1	2023-04-26 10:02:53
82	上海	上海	2023-02-28	18	9	晴	北风	1	2023-04-26 10:02:53
83	上海	上海	2023-01-01	8	5	多云	北风	3	2023-04-26 10:02:57
84	上海	上海	2023-01-02	9	4	阴	东北风	2	2023-04-26 10:02:57
85	上海	上海	2023-01-03	10	3	多云	东风	2	2023-04-26 10:02:57
86	上海	上海	2023-01-04	11	5	多云	东风	2	2023-04-26 10:02:57
87	上海	上海	2023-01-05	12	7	多云	东南风	2	2023-04-26 10:02:57
88	上海	上海	2023-01-06	14	6	多云	西北风	2	2023-04-26 10:02:57
89	上海	上海	2023-01-07	15	6	晴	东风	1	2023-04-26 10:02:57
90	上海	上海	2023-01-08	16	7	晴	东风	2	2023-04-26 10:02:57
91	上海	上海	2023-01-09	16	7	晴	东北风	3	2023-04-26 10:02:57
92	上海	上海	2023-01-10	12	6	晴	东北风	1	2023-04-26 10:02:57
93	上海	上海	2023-01-11	15	11	晴	东南风	1	2023-04-26 10:02:57
94	上海	上海	2023-01-12	19	13	阴	东南风	1	2023-04-26 10:02:57
95	上海	上海	2023-01-13	17	9	中雨	东北风	1	2023-04-26 10:02:57
96	上海	上海	2023-01-14	11	1	小雨	北风	1	2023-04-26 10:02:57
97	上海	上海	2023-01-15	0	-1	阴	西北风	1	2023-04-26 10:02:57
98	上海	上海	2023-01-16	3	0	阴	西北风	2	2023-04-26 10:02:57
99	上海	上海	2023-01-17	6	0	阴	西风	2	2023-04-26 10:02:57
100	上海	上海	2023-01-18	8	1	晴	北风	1	2023-04-26 10:02:57
101	上海	上海	2023-01-19	10	3	晴	北风	2	2023-04-26 10:02:57
102	上海	上海	2023-01-20	10	2	晴	东北风	1	2023-04-26 10:02:57
103	上海	上海	2023-01-21	10	7	多云	东南风	2	2023-04-26 10:02:57
104	上海	上海	2023-01-22	9	6	小雨	南风	1	2023-04-26 10:02:57
105	上海	上海	2023-01-23	8	-1	小雨	北风	3	2023-04-26 10:02:57
106	上海	上海	2023-01-24	0	-4	晴	北风	3	2023-04-26 10:02:57
107	上海	上海	2023-01-25	2	-1	多云	东南风	2	2023-04-26 10:02:57
108	上海	上海	2023-01-26	8	0	晴	东风	2	2023-04-26 10:02:57
109	上海	上海	2023-01-27	4	-2	多云	西风	1	2023-04-26 10:02:57
110	上海	上海	2023-01-28	6	0	晴	西南风	2	2023-04-26 10:02:57
111	上海	上海	2023-01-29	10	0	晴	西风	2	2023-04-26 10:02:57
112	上海	上海	2023-01-30	13	5	晴	东风	1	2023-04-26 10:02:57
113	上海	上海	2023-01-31	17	5	多云	南风	2	2023-04-26 10:02:57
114	上海	上海	2022-12-01	5	3	多云	东风	1	2023-04-26 10:03:00
115	上海	上海	2022-12-02	8	7	多云	西风	1	2023-04-26 10:03:00
116	上海	上海	2022-12-03	10	8	小雨	北风	3	2023-04-26 10:03:00
117	上海	上海	2022-12-04	10	7	小雨	东北风	2	2023-04-26 10:03:00
118	上海	上海	2022-12-05	10	5	多云	东北风	2	2023-04-26 10:03:00
119	上海	上海	2022-12-06	12	7	多云	西风	1	2023-04-26 10:03:00
120	上海	上海	2022-12-07	13	10	多云	东风	2	2023-04-26 10:03:00
121	上海	上海	2022-12-08	16	11	多云	东风	3	2023-04-26 10:03:00
122	上海	上海	2022-12-09	13	11	小雨	东北风	1	2023-04-26 10:03:00
123	上海	上海	2022-12-10	12	7	多云	北风	3	2023-04-26 10:03:00
124	上海	上海	2022-12-11	10	6	多云	西风	2	2023-04-26 10:03:00
125	上海	上海	2022-12-12	9	3	多云	西风	2	2023-04-26 10:03:00
126	上海	上海	2022-12-13	11	3	晴	北风	4	2023-04-26 10:03:00
127	上海	上海	2022-12-14	7	1	晴	东风	1	2023-04-26 10:03:00
128	上海	上海	2022-12-15	12	5	晴	西北风	1	2023-04-26 10:03:00
129	上海	上海	2022-12-16	11	0	阴	北风	3	2023-04-26 10:03:00
130	上海	上海	2022-12-17	4	-3	多云	西北风	1	2023-04-26 10:03:00
131	上海	上海	2022-12-18	4	0	晴	西南风	1	2023-04-26 10:03:00
132	上海	上海	2022-12-19	9	2	晴	北风	1	2023-04-26 10:03:00
133	上海	上海	2022-12-20	12	5	多云	东南风	2	2023-04-26 10:03:00
134	上海	上海	2022-12-21	11	2	阴	西风	1	2023-04-26 10:03:00
135	上海	上海	2022-12-22	6	-1	晴	西北风	2	2023-04-26 10:03:00
136	上海	上海	2022-12-23	4	-1	晴	西北风	3	2023-04-26 10:03:00
137	上海	上海	2022-12-24	5	0	晴	东风	2	2023-04-26 10:03:00
138	上海	上海	2022-12-25	6	1	多云	西北风	2	2023-04-26 10:03:00
139	上海	上海	2022-12-26	7	2	多云	北风	1	2023-04-26 10:03:00
140	上海	上海	2022-12-27	9	4	多云	北风	1	2023-04-26 10:03:00
141	上海	上海	2022-12-28	7	5	多云	北风	1	2023-04-26 10:03:00
142	上海	上海	2022-12-29	6	4	多云	北风	2	2023-04-26 10:03:00
143	上海	上海	2022-12-30	7	3	多云	东风	2	2023-04-26 10:03:00
144	上海	上海	2022-12-31	10	0	阴	西风	1	2023-04-26 10:03:00
145	上海	上海	2022-11-01	21	15	多云	东北风	2	2023-04-26 10:03:03
146	上海	上海	2022-11-02	21	13	晴	西风	2	2023-04-26 10:03:03
147	上海	上海	2022-11-03	19	13	晴	西风	2	2023-04-26 10:03:03
148	上海	上海	2022-11-04	18	11	多云	东北风	2	2023-04-26 10:03:03
149	上海	上海	2022-11-05	18	12	多云	西南风	1	2023-04-26 10:03:03
150	上海	上海	2022-11-06	19	13	多云	东南风	1	2023-04-26 10:03:03
151	上海	上海	2022-11-07	22	14	晴	东风	1	2023-04-26 10:03:03
152	上海	上海	2022-11-08	22	16	晴	东南风	3	2023-04-26 10:03:03
153	上海	上海	2022-11-09	22	16	多云	东南风	1	2023-04-26 10:03:03
154	上海	上海	2022-11-10	26	19	多云	东北风	1	2023-04-26 10:03:03
155	上海	上海	2022-11-11	21	20	小雨	东南风	1	2023-04-26 10:03:03
156	上海	上海	2022-11-12	26	14	多云	北风	4	2023-04-26 10:03:03
157	上海	上海	2022-11-13	15	11	多云	西南风	1	2023-04-26 10:03:03
158	上海	上海	2022-11-14	13	9	多云	西北风	1	2023-04-26 10:03:03
159	上海	上海	2022-11-15	16	10	多云	东北风	1	2023-04-26 10:03:03
160	上海	上海	2022-11-16	18	14	多云	东风	3	2023-04-26 10:03:03
161	上海	上海	2022-11-17	17	14	小雨	东风	3	2023-04-26 10:03:03
162	上海	上海	2022-11-18	20	16	多云	东北风	1	2023-04-26 10:03:03
163	上海	上海	2022-11-19	20	16	小雨	南风	1	2023-04-26 10:03:03
164	上海	上海	2022-11-20	19	14	多云	西风	1	2023-04-26 10:03:03
165	上海	上海	2022-11-21	21	16	多云	东北风	1	2023-04-26 10:03:03
166	上海	上海	2022-11-22	18	14	多云	西风	2	2023-04-26 10:03:03
167	上海	上海	2022-11-23	18	13	多云	东北风	2	2023-04-26 10:03:03
168	上海	上海	2022-11-24	18	14	多云	东风	2	2023-04-26 10:03:03
169	上海	上海	2022-11-25	20	14	多云	南风	2	2023-04-26 10:03:03
170	上海	上海	2022-11-26	20	15	多云	东北风	1	2023-04-26 10:03:03
171	上海	上海	2022-11-27	20	17	多云	南风	3	2023-04-26 10:03:03
172	上海	上海	2022-11-28	22	12	中雨	西北风	2	2023-04-26 10:03:03
173	上海	上海	2022-11-29	15	4	中雨	南风	2	2023-04-26 10:03:03
174	上海	上海	2022-11-30	4	3	小雨	西北风	3	2023-04-26 10:03:03
175	上海	上海	2022-10-01	31	25	阴	东南风	1	2023-04-26 10:03:06
176	上海	上海	2022-10-02	32	25	晴	南风	1	2023-04-26 10:03:06
177	上海	上海	2022-10-03	36	22	阴	南风	1	2023-04-26 10:03:06
178	上海	上海	2022-10-04	24	18	小雨	北风	1	2023-04-26 10:03:06
179	上海	上海	2022-10-05	20	16	阴	东北风	2	2023-04-26 10:03:06
180	上海	上海	2022-10-06	18	15	小雨	北风	3	2023-04-26 10:03:06
181	上海	上海	2022-10-07	18	16	小雨	东北风	2	2023-04-26 10:03:06
182	上海	上海	2022-10-08	19	15	多云	北风	2	2023-04-26 10:03:06
183	上海	上海	2022-10-09	21	12	阴	东北风	3	2023-04-26 10:03:06
184	上海	上海	2022-10-10	18	11	阴	西北风	1	2023-04-26 10:03:06
185	上海	上海	2022-10-11	19	15	阴	东北风	3	2023-04-26 10:03:06
186	上海	上海	2022-10-12	20	16	阴	东北风	2	2023-04-26 10:03:06
187	上海	上海	2022-10-13	22	18	阴	东北风	3	2023-04-26 10:03:06
188	上海	上海	2022-10-14	22	16	多云	北风	2	2023-04-26 10:03:06
189	上海	上海	2022-10-15	23	17	阴	东北风	2	2023-04-26 10:03:06
190	上海	上海	2022-10-16	22	16	多云	北风	1	2023-04-26 10:03:06
191	上海	上海	2022-10-17	21	12	多云	东北风	2	2023-04-26 10:03:06
192	上海	上海	2022-10-18	19	13	晴	北风	2	2023-04-26 10:03:06
193	上海	上海	2022-10-19	20	14	阴	东风	1	2023-04-26 10:03:06
194	上海	上海	2022-10-20	22	15	多云	东南风	3	2023-04-26 10:03:06
195	上海	上海	2022-10-21	25	18	多云	东风	2	2023-04-26 10:03:06
196	上海	上海	2022-10-22	25	16	多云	东风	2	2023-04-26 10:03:06
197	上海	上海	2022-10-23	21	14	晴	北风	2	2023-04-26 10:03:06
198	上海	上海	2022-10-24	22	14	多云	东北风	3	2023-04-26 10:03:06
199	上海	上海	2022-10-25	20	15	多云	东风	3	2023-04-26 10:03:06
200	上海	上海	2022-10-26	20	16	多云	东风	3	2023-04-26 10:03:06
201	上海	上海	2022-10-27	20	16	多云	东北风	1	2023-04-26 10:03:06
202	上海	上海	2022-10-28	19	15	多云	东北风	1	2023-04-26 10:03:06
203	上海	上海	2022-10-29	21	16	多云	东北风	1	2023-04-26 10:03:06
204	上海	上海	2022-10-30	22	17	多云	东风	2	2023-04-26 10:03:06
205	上海	上海	2022-10-31	22	15	多云	东北风	1	2023-04-26 10:03:06
206	上海	上海	2022-09-01	29	24	多云	东北风	3	2023-04-26 10:03:10
207	上海	上海	2022-09-02	28	24	多云	北风	1	2023-04-26 10:03:10
208	上海	上海	2022-09-03	30	25	小雨	东风	2	2023-04-26 10:03:10
209	上海	上海	2022-09-04	32	26	小雨	东北风	3	2023-04-26 10:03:10
210	上海	上海	2022-09-05	24	20	中雨	西北风	3	2023-04-26 10:03:10
211	上海	上海	2022-09-06	30	23	多云	南风	3	2023-04-26 10:03:10
212	上海	上海	2022-09-07	33	24	阴	东南风	1	2023-04-26 10:03:10
213	上海	上海	2022-09-08	31	23	阴	东风	1	2023-04-26 10:03:10
214	上海	上海	2022-09-09	30	22	多云	东北风	2	2023-04-26 10:03:10
215	上海	上海	2022-09-10	30	22	多云	东北风	2	2023-04-26 10:03:10
216	上海	上海	2022-09-11	29	24	多云	东北风	1	2023-04-26 10:03:10
217	上海	上海	2022-09-12	27	22	小雨	北风	2	2023-04-26 10:03:10
218	上海	上海	2022-09-13	25	23	多云	北风	1	2023-04-26 10:03:10
219	上海	上海	2022-09-14	25	23	多云	北风	2	2023-04-26 10:03:10
220	上海	上海	2022-09-15	26	22	多云	西南风	2	2023-04-26 10:03:10
221	上海	上海	2022-09-16	29	23	阴	北风	1	2023-04-26 10:03:10
222	上海	上海	2022-09-17	30	23	多云	北风	2	2023-04-26 10:03:10
223	上海	上海	2022-09-18	27	22	多云	西北风	1	2023-04-26 10:03:10
224	上海	上海	2022-09-19	28	20	晴	北风	4	2023-04-26 10:03:10
225	上海	上海	2022-09-20	26	21	多云	北风	3	2023-04-26 10:03:10
226	上海	上海	2022-09-21	24	20	多云	东风	1	2023-04-26 10:03:10
227	上海	上海	2022-09-22	28	21	多云	东南风	3	2023-04-26 10:03:10
228	上海	上海	2022-09-23	28	18	多云	北风	3	2023-04-26 10:03:10
229	上海	上海	2022-09-24	25	20	多云	东北风	2	2023-04-26 10:03:10
230	上海	上海	2022-09-25	26	20	阴	东北风	1	2023-04-26 10:03:10
231	上海	上海	2022-09-26	25	21	多云	东北风	3	2023-04-26 10:03:10
232	上海	上海	2022-09-27	27	20	多云	东风	2	2023-04-26 10:03:10
233	上海	上海	2022-09-28	24	20	小雨	东北风	1	2023-04-26 10:03:10
234	上海	上海	2022-09-29	26	22	多云	东风	2	2023-04-26 10:03:10
235	上海	上海	2022-09-30	25	23	阴	东南风	1	2023-04-26 10:03:10
236	上海	上海	2022-08-01	36	28	多云	东南风	2	2023-04-26 10:03:13
237	上海	上海	2022-08-02	36	29	阴	东南风	2	2023-04-26 10:03:13
238	上海	上海	2022-08-03	36	28	多云	东南风	1	2023-04-26 10:03:13
239	上海	上海	2022-08-04	37	30	晴	南风	1	2023-04-26 10:03:13
240	上海	上海	2022-08-05	40	29	晴	东南风	2	2023-04-26 10:03:13
241	上海	上海	2022-08-06	36	29	多云	北风	1	2023-04-26 10:03:13
242	上海	上海	2022-08-07	38	29	多云	南风	2	2023-04-26 10:03:13
243	上海	上海	2022-08-08	38	29	晴	东北风	3	2023-04-26 10:03:13
244	上海	上海	2022-08-09	38	29	多云	东南风	1	2023-04-26 10:03:13
245	上海	上海	2022-08-10	40	29	阴	南风	2	2023-04-26 10:03:13
246	上海	上海	2022-08-11	40	29	多云	北风	1	2023-04-26 10:03:13
247	上海	上海	2022-08-12	39	29	小雨	南风	3	2023-04-26 10:03:13
248	上海	上海	2022-08-13	39	29	多云	东南风	1	2023-04-26 10:03:13
249	上海	上海	2022-08-14	39	29	多云	南风	1	2023-04-26 10:03:13
250	上海	上海	2022-08-15	39	29	多云	南风	1	2023-04-26 10:03:13
251	上海	上海	2022-08-16	39	26	阴	西南风	1	2023-04-26 10:03:13
252	上海	上海	2022-08-17	35	28	阴	东风	1	2023-04-26 10:03:13
253	上海	上海	2022-08-18	36	29	阴	东南风	1	2023-04-26 10:03:13
254	上海	上海	2022-08-19	40	30	多云	南风	1	2023-04-26 10:03:13
255	上海	上海	2022-08-20	38	28	阴	东北风	1	2023-04-26 10:03:13
256	上海	上海	2022-08-21	32	28	多云	东南风	1	2023-04-26 10:03:13
257	上海	上海	2022-08-22	39	30	多云	南风	1	2023-04-26 10:03:13
258	上海	上海	2022-08-23	39	28	大雨	东风	3	2023-04-26 10:03:13
259	上海	上海	2022-08-24	30	28	阴	东风	1	2023-04-26 10:03:13
260	上海	上海	2022-08-25	34	26	多云	东风	2	2023-04-26 10:03:13
261	上海	上海	2022-08-26	29	25	多云	东风	1	2023-04-26 10:03:13
262	上海	上海	2022-08-27	27	24	小雨	东北风	1	2023-04-26 10:03:13
263	上海	上海	2022-08-28	29	25	多云	东南风	1	2023-04-26 10:03:13
264	上海	上海	2022-08-29	33	27	阴	东南风	1	2023-04-26 10:03:13
265	上海	上海	2022-08-30	33	25	阴	北风	3	2023-04-26 10:03:13
266	上海	上海	2022-08-31	26	23	小雨	北风	2	2023-04-26 10:03:13
267	上海	上海	2022-07-01	32	25	晴	东南风	2	2023-04-26 10:03:16
268	上海	上海	2022-07-02	32	24	多云	东南风	2	2023-04-26 10:03:16
269	上海	上海	2022-07-03	31	25	多云	东风	1	2023-04-26 10:03:16
270	上海	上海	2022-07-04	33	26	多云	东南风	2	2023-04-26 10:03:16
271	上海	上海	2022-07-05	31	24	小雨到中雨	东风	2	2023-04-26 10:03:16
272	上海	上海	2022-07-06	37	28	多云	南风	2	2023-04-26 10:03:16
273	上海	上海	2022-07-07	36	29	多云	南风	1	2023-04-26 10:03:16
274	上海	上海	2022-07-08	37	28	多云	东风	2	2023-04-26 10:03:16
275	上海	上海	2022-07-09	37	28	多云	南风	1	2023-04-26 10:03:16
276	上海	上海	2022-07-10	30	23	多云	东风	4	2023-04-26 10:03:16
277	上海	上海	2022-07-11	35	27	多云	东南风	2	2023-04-26 10:03:16
278	上海	上海	2022-07-12	28	21	阴	北风	3	2023-04-26 10:03:16
279	上海	上海	2022-07-13	39	29	多云	西南风	1	2023-04-26 10:03:16
280	上海	上海	2022-07-14	40	29	多云	南风	1	2023-04-26 10:03:16
281	上海	上海	2022-07-15	38	27	多云	东北风	1	2023-04-26 10:03:16
282	上海	上海	2022-07-16	34	25	多云	东风	1	2023-04-26 10:03:16
283	上海	上海	2022-07-17	37	26	多云	西南风	1	2023-04-26 10:03:16
284	上海	上海	2022-07-18	34	27	多云	北风	3	2023-04-26 10:03:16
285	上海	上海	2022-07-19	33	27	多云	东南风	1	2023-04-26 10:03:16
286	上海	上海	2022-07-20	36	28	多云	西北风	2	2023-04-26 10:03:16
287	上海	上海	2022-07-21	34	26	多云	东南风	1	2023-04-26 10:03:16
288	上海	上海	2022-07-22	34	28	阴	东南风	2	2023-04-26 10:03:16
289	上海	上海	2022-07-23	38	26	小雨	北风	2	2023-04-26 10:03:16
290	上海	上海	2022-07-24	33	26	多云	东南风	1	2023-04-26 10:03:16
291	上海	上海	2022-07-25	34	27	小雨到中雨	东南风	2	2023-04-26 10:03:16
292	上海	上海	2022-07-26	36	26	多云	东南风	1	2023-04-26 10:03:16
293	上海	上海	2022-07-27	36	28	多云	东南风	1	2023-04-26 10:03:16
294	上海	上海	2022-07-28	36	27	晴	东南风	2	2023-04-26 10:03:16
295	上海	上海	2022-07-29	34	27	多云	东风	2	2023-04-26 10:03:16
296	上海	上海	2022-07-30	31	26	多云	北风	1	2023-04-26 10:03:16
297	上海	上海	2022-07-31	35	26	多云	西北风	1	2023-04-26 10:03:16
298	上海	上海	2022-06-01	34	20	晴	北风	3	2023-04-26 10:03:19
299	上海	上海	2022-06-02	29	21	晴	东南风	2	2023-04-26 10:03:19
300	上海	上海	2022-06-03	27	21	多云	东南风	2	2023-04-26 10:03:19
301	上海	上海	2022-06-04	28	22	小雨到中雨	南风	3	2023-04-26 10:03:19
302	上海	上海	2022-06-05	25	20	多云	北风	1	2023-04-26 10:03:19
303	上海	上海	2022-06-06	30	21	多云	南风	1	2023-04-26 10:03:19
304	上海	上海	2022-06-07	27	16	晴	北风	3	2023-04-26 10:03:19
305	上海	上海	2022-06-08	28	20	多云	东南风	1	2023-04-26 10:03:19
306	上海	上海	2022-06-09	29	22	多云	东南风	1	2023-04-26 10:03:19
307	上海	上海	2022-06-10	26	21	小雨	东风	1	2023-04-26 10:03:19
308	上海	上海	2022-06-11	27	20	多云	东风	1	2023-04-26 10:03:19
309	上海	上海	2022-06-12	23	20	小雨	东南风	2	2023-04-26 10:03:19
310	上海	上海	2022-06-13	23	19	多云	东北风	2	2023-04-26 10:03:19
311	上海	上海	2022-06-14	29	22	晴	东南风	1	2023-04-26 10:03:19
312	上海	上海	2022-06-15	33	24	多云	东南风	1	2023-04-26 10:03:19
313	上海	上海	2022-06-16	34	21	多云	东南风	2	2023-04-26 10:03:19
314	上海	上海	2022-06-17	34	22	多云	东南风	2	2023-04-26 10:03:19
315	上海	上海	2022-06-18	32	24	多云	东南风	1	2023-04-26 10:03:19
316	上海	上海	2022-06-19	31	25	多云	南风	3	2023-04-26 10:03:19
317	上海	上海	2022-06-20	30	23	晴	东风	3	2023-04-26 10:03:19
318	上海	上海	2022-06-21	32	25	多云	东南风	3	2023-04-26 10:03:19
319	上海	上海	2022-06-22	34	26	晴	南风	3	2023-04-26 10:03:19
320	上海	上海	2022-06-23	35	27	多云	西南风	2	2023-04-26 10:03:19
321	上海	上海	2022-06-24	29	25	多云	南风	3	2023-04-26 10:03:19
322	上海	上海	2022-06-25	39	27	多云	南风	2	2023-04-26 10:03:19
323	上海	上海	2022-06-26	35	27	阴	南风	3	2023-04-26 10:03:19
324	上海	上海	2022-06-27	35	27	多云	南风	2	2023-04-26 10:03:19
325	上海	上海	2022-06-28	35	25	多云	南风	2	2023-04-26 10:03:19
326	上海	上海	2022-06-29	35	26	多云	南风	2	2023-04-26 10:03:19
327	上海	上海	2022-06-30	33	26	阴到中雨	南风	1	2023-04-26 10:03:19
328	上海	上海	2022-05-01	20	13	多云	东南风	1	2023-04-26 10:03:23
329	上海	上海	2022-05-02	27	13	晴	西风	3	2023-04-26 10:03:23
330	上海	上海	2022-05-03	27	16	多云	东南风	1	2023-04-26 10:03:23
331	上海	上海	2022-05-04	27	15	晴	东南风	1	2023-04-26 10:03:23
332	上海	上海	2022-05-05	26	17	晴	东南风	2	2023-04-26 10:03:23
333	上海	上海	2022-05-06	29	16	多云	东南风	1	2023-04-26 10:03:23
334	上海	上海	2022-05-07	27	17	多云	东北风	2	2023-04-26 10:03:23
335	上海	上海	2022-05-08	22	13	晴	东北风	2	2023-04-26 10:03:23
336	上海	上海	2022-05-09	22	17	多云	东北风	2	2023-04-26 10:03:23
337	上海	上海	2022-05-10	21	17	多云	东南风	1	2023-04-26 10:03:23
338	上海	上海	2022-05-11	23	18	多云	东北风	1	2023-04-26 10:03:23
339	上海	上海	2022-05-12	20	16	小雨	东风	2	2023-04-26 10:03:23
340	上海	上海	2022-05-13	21	13	多云	北风	3	2023-04-26 10:03:23
341	上海	上海	2022-05-14	22	15	多云	东北风	1	2023-04-26 10:03:23
342	上海	上海	2022-05-15	23	14	阴	西南风	2	2023-04-26 10:03:23
